,source,author,title,description,url,urlToImage,publishedAt,content
82,"{'id': None, 'name': 'Thekitchn.com'}",Micki Wagner,"This Popular Air Fryer Is on Major Sale for Prime Day (It Has More Than 30,300 Five-Star Ratings)","It’s 43% off!
READ MORE...",https://www.thekitchn.com/best-chefman-multifunctional-air-fryer-deal-2025-23734462,"https://cdn.apartmenttherapy.info/image/upload/f_auto,q_auto:eco,c_fill,g_auto,w_1500,ar_3:2/k%2FPhoto%2FRecipes%2F2021-02-air-fryer-chicken-breasts%2F2021-02-16_ATK109315_193440_cropped-2",2025-07-09T10:15:00Z,"We independently select these products—if you buy from one of our links, we may earn a commission. All prices were accurate at the time of publishing.
I firmly believe an air fryer is a kitchen must… [+2368 chars]"
83,"{'id': None, 'name': 'Thekitchn.com'}",Micki Wagner,"The New Jarred “Saturday Sauce” Is So Delicious, I Can’t Imagine Breakfast, Lunch or Dinner Without It","I buy two jars at a time.
READ MORE...",https://www.thekitchn.com/sababa-foods-slightly-spicy-saturday-sauce-review-23737394,"https://cdn.apartmenttherapy.info/image/upload/f_auto,q_auto:eco,c_fill,g_auto,w_1500,ar_3:2/k%2FPhoto%2FRecipes%2F2024-09-shakshuka%2Fshakshuka-159",2025-07-25T13:30:00Z,"We independently select these products—if you buy from one of our links, we may earn a commission. All prices were accurate at the time of publishing.
I always keep an eye out for easy ways to amp u… [+2918 chars]"
84,"{'id': None, 'name': 'Thekitchn.com'}",Patty Catalano,"I’m a Professional Cook, and This Is the $6 Aldi Dessert I Always Have in My Freezer (It Tastes Homemade)","They come in a container of … 50!
READ MORE...",https://www.thekitchn.com/aldi-specially-selected-mini-cream-puffs-review-23732424,"https://cdn.apartmenttherapy.info/image/upload/f_auto,q_auto:eco,c_fill,g_auto,w_1500,ar_3:2/stock%2Fshutterstock_1672603831-tk",2025-07-01T12:30:00Z,"We independently select these products—if you buy from one of our links, we may earn a commission. All prices were accurate at the time of publishing.
Shopping at Aldi has been a part of my grocery … [+2616 chars]"
85,"{'id': None, 'name': 'Thekitchn.com'}",Barbara Bellesi Zito,8 Kitchen Items You’ll Wish You Brought on Your Next Vacation (They Can Save You Money!),"It’ll save you money!
READ MORE...",https://www.thekitchn.com/kitchen-travel-staples-23733193,"https://cdn.apartmenttherapy.info/image/upload/f_auto,q_auto:eco,c_fill,g_auto,w_1500,ar_3:2/stock%2FGettyImages-1408268678",2025-07-01T12:45:00Z,"We independently select these products—if you buy from one of our links, we may earn a commission. All prices were accurate at the time of publishing.
A good home cook might feel comfortable in any … [+6155 chars]"
86,"{'id': None, 'name': 'Biztoc.com'}",bostonherald.com,Ticker: OPEC+ to boost oil production; China bans EU medical devices,"Eight members of the OPEC+ alliance of oil exporting countries say they will boost production by 548,000 barrels per day in August in a move that could further reduce gas prices this year.
The group that includes Saudi Arabia and Russia made the decision at a…",https://biztoc.com/x/9c987718179b52d1,https://biztoc.com/cdn/9c987718179b52d1_s.webp,2025-07-06T20:50:29Z,"Eight members of the OPEC+ alliance of oil exporting countries say they will boost production by 548,000 barrels per day in August in a move that could further reduce gas prices this year.The group t… [+147 chars]"
87,"{'id': None, 'name': 'Barchart.com'}",Rich Asplund,Crude Oil Prices Tumble as Trump Remains Patient with Putin,"August WTI crude oil (CLQ25 ) on Monday closed down -1.47 (-2.15%), and August RBOB gasoline (RBQ25 ) closed down -0.0216 (-0.99%). Crude oil and gasoline...",https://www.barchart.com/story/news/33391492/crude-oil-prices-tumble-as-trump-remains-patient-with-putin,https://s.yimg.com/ny/api/res/1.2/E1Kubv61NupvScF4KYD8Nw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://media.zenfs.com/en/barchart_com_477/99e8e3c6d2e06ec35074ee48fccb3ffd,2025-07-14T19:21:04Z,"Oil pipeline in winter by Robson Machado via Pixabay
August WTI crude oil (CLQ25) on Monday closed down -1.47 (-2.15%), and August RBOB gasoline (RBQ25) closed down -0.0216 (-0.99%).
Crude oil and … [+4540 chars]"
88,"{'id': None, 'name': 'Forbes'}","Michael Lynch, Senior Contributor, 
 Michael Lynch, Senior Contributor
 https://www.forbes.com/sites/michaellynch/",The Risks Around The Alaskan LNG Project,"The proposed Alaskan LNG Project is expensive but attractive. To the extent that it relies on political pressure, it is vulnerable to changing conditions.",https://www.forbes.com/sites/michaellynch/2025/07/25/the-risks-around-the-alaskan-lng-project/,https://imageio.forbes.com/specials-images/imageserve/6882705d70b35bf2de9eafa8/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2025-07-25T09:00:00Z,"General view of the Trans-Alaska pipeline terminal at Valdez, Alaska, July 29th 1977. (Photo by ... More UPI/Bettmann Archive/Getty Images)
Getty Images
The North Slope of Alaska contains a large u… [+12256 chars]"
89,"{'id': None, 'name': 'Biztoc.com'}",financialpost.com,Nutella fans brace for price hike as Turkish frost hits hazelnut harvest,"First olive oil, then cocoa and coffee. Now a fresh supply squeeze is set to hit another food pleasure — the hazelnuts that go into making the chocolaty 
 
 
 
 
 
 
 
 
 
 Nutella spread. 
 Wholesale prices in Turkey, which accounts for around 65 per cent of…",https://biztoc.com/x/015f40115d5d54bb,https://biztoc.com/cdn/015f40115d5d54bb_s.webp,2025-07-04T18:24:15Z,"First olive oil, then cocoa and coffee. Now a fresh supply squeeze is set to hit another food pleasure the hazelnuts that go into making the chocolaty 
Nutella spread. Wholesale prices in Turkey, wh… [+130 chars]"
90,"{'id': None, 'name': 'Thekitchn.com'}",Shannon Feulner,"This Southern Cake Is So Good, All Your Friends Will Demand Two Slices","And it’s semi-homemade.
READ MORE...",https://www.thekitchn.com/mandarin-orange-cake-23734231,"https://cdn.apartmenttherapy.info/image/upload/f_auto,q_auto:eco,c_fill,g_auto,w_1500,ar_3:2/tk%2Fphoto%2F2025%2F07-2025%2F2025-07-mandarin-orange-cake%2Fmandarin-orange-cake-058",2025-07-13T15:00:00Z,"We independently select these products—if you buy from one of our links, we may earn a commission. All prices were accurate at the time of publishing.
I grew up making boxed yellow cake with my mom … [+7816 chars]"
91,"{'id': None, 'name': ""Investor's Business Daily""}",,"These Fossil Fuels Stocks Rallied As Senate Passed Trump's Tax, Spending Plan",Fossil fuel-related stocks in the coal and oil drilling sectors soared in Wednesday's stock market.,https://www.investors.com/news/fossil-fuels-stocks-rallied-as-senate-passed-trumps-tax-spending-plan/,https://www.investors.com/wp-content/uploads/2021/10/Stock-oilderrick-02-adobe.jpg,2025-07-03T12:42:47Z,"Information in Investors Business Daily is for informational and educational purposes only and should not be construed as an offer, recommendation, solicitation, or rating to buy or sell securities. … [+1064 chars]"
92,"{'id': None, 'name': 'Yahoo Entertainment'}",,Crude Oil Prices Remain Weak on Lack of Fresh Russian Sanctions,,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_cd344550-ad05-46fb-b40e-9417526c153d,,2025-07-15T19:21:49Z,"If you click 'Accept all', we and our partners, including 236 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+714 chars]"
93,"{'id': None, 'name': 'Yahoo Entertainment'}",,Crude Prices Jump on Speculation About New US Sanctions on Russian Oil Exports,,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_6eca0379-6642-496a-9dc5-13f8673f72cc,,2025-07-11T19:12:39Z,"If you click 'Accept all', we and our partners, including 236 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+714 chars]"
94,"{'id': None, 'name': 'Yahoo Entertainment'}",Reuters,Oil prices little changed as investors eye impact of new sanctions on Russia,"SINGAPORE (Reuters) -Oil prices barely budged on Monday as traders eyed the impact of new European sanctions on Russian oil supply, rising output from Middle...",https://finance.yahoo.com/news/oil-prices-little-changed-investors-005622037.html,https://media.zenfs.com/en/reuters-finance.com/86f9eb8f378811ee198cd3205b4611eb,2025-07-21T00:56:22Z,"SINGAPORE (Reuters) -Oil prices barely budged on Monday as traders eyed the impact of new European sanctions on Russian oil supply, rising output from Middle East producers and concerns about fuel ou… [+1560 chars]"
95,"{'id': None, 'name': 'Biztoc.com'}",southernliving.com,Amazon Surprised Us By Slashing Prices On Stunning Porch And Patio Decor Ahead Of Prime Day,,https://biztoc.com/x/71b2c9f5da46e27d,https://biztoc.com/cdn/950/og.png,2025-07-05T21:24:35Z,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Trump delay TikTok ban enforcement? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How will OPEC+ oil output inc… [+712 chars]"
96,"{'id': None, 'name': 'Yahoo Entertainment'}",Sultan Khalid,Is Chevron (CVX) a Good Investment for Passive Income?,Chevron Corporation (NYSE:CVX) is included among the 12 Best Oil and Gas Dividend Stocks to Buy Now. One of the largest oil and gas producers in the world...,https://finance.yahoo.com/news/chevron-cvx-good-investment-passive-150929539.html,https://s.yimg.com/ny/api/res/1.2/59x66RzfU_SABRbIkb_qng--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzM-/https://media.zenfs.com/en/insidermonkey.com/9993985ff21c88fc97966aed5b1501d8,2025-07-21T15:09:29Z,"Chevron Corporation (NYSE:CVX) is included among the 12 Best Oil and Gas Dividend Stocks to Buy Now.
Is Chevron (CVX) a Good Investment for Passive Income?
An aerial view of an oil rig at sea, the … [+1626 chars]"
97,"{'id': None, 'name': 'Yahoo Entertainment'}",Geoffrey Morgan,Wall Street Is Stubbornly Bullish on Downtrodden Energy Stocks,"(Bloomberg) -- Wall Street analysts have high hopes for oil and gas stocks, encouraged by cheap valuations and President Donald Trump’s boosterism of the...",https://finance.yahoo.com/news/wall-street-stubbornly-bullish-downtrodden-093000978.html,https://s.yimg.com/ny/api/res/1.2/Fo.EXmOTeuah6OEUlO_1yA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDc-/https://media.zenfs.com/en/bloomberg_holding_pen_162/1404a5f54fd81c80176e06b5fe86e7d0,2025-07-22T09:30:00Z,"(Bloomberg) Wall Street analysts have high hopes for oil and gas stocks, encouraged by cheap valuations and President Donald Trumps boosterism of the beleaguered energy sector.
Most Read from Bloomb… [+2290 chars]"
